,text,timestamp,clean_text,pred_sadness
1420,S and P estimates a severe #CoronaVirus outbreak in US could cost $90 billion in insured medical expenses. (CNBC) #COVID?19 #COVID19 #CoronaVirusOutbreak #CoronaVirusPandemic https://buff.ly/2TLvUU6 pic.twitter.com/UcPZ3aQrqP,2020-03-14 23:51:16,S and P estimates a severe #CoronaVirus outbreak in US could cost $90 billion in insured medical expenses. (CNBC) #COVID?19 #COVID19 #CoronaVirusOutbreak #CoronaVirusPandemic ,1
1421,"During the press conference, Governor Newsom called out Kern High School District for not shutting down on-campus classes amid the coronavirus outbreak.
https://www.kget.com/news/governor-gavin-newsom-state-officials-hold-a-press-conference-on-states-covid-19-updates/ …",2020-03-15 23:59:21,"During the press conference, Governor Newsom called out Kern High School District for not shutting down on-campus classes amid the coronavirus outbreak.
",1
1422,"Irish govt has put emergency funding in place to pay all workers who have lost their jobs due to coronavirus, including the self-employed.",2020-03-22 23:58:07,"Irish govt has put emergency funding in place to pay all workers who have lost their jobs due to coronavirus, including the self-employed.",1
1423,Russia vs COVID-19 | Stringent sanitation at Sheremetyevo airport https://youtu.be/sDtCtHNVBgI  via @YouTube #Coronavirus #Health #Virus #Covid_19 #COVID19,2020-03-20 23:59:04,Russia vs COVID-19 | Stringent sanitation at Sheremetyevo airport  via  #Coronavirus #Health #Virus #Covid_19 #COVID19,0
1424,"@NYGovCuomo Mr. Governor, 
My job was terminated because of coronavirus last week. How am I supposed to pay my rent? We’re living paycheck to paycheck in NYC.",2020-03-21 23:50:24," Mr. Governor, 
My job was terminated because of coronavirus last week. How am I supposed to pay my rent? We’re living paycheck to paycheck in NYC.",1
1425,The coronavirus shit is the whackiest shit of all time.,2020-03-17 23:55:22,The coronavirus shit is the whackiest shit of all time.,0
1426,Ex-CDC director: worst-case scenario for coronavirus is 1.6 million Americans dead https://www.rawstory.com/2020/03/ex-cdc-director-worst-case-scenario-for-coronavirus-is-1-6-million-americans-dead/ …,2020-03-11 23:56:33,Ex-CDC director: worst-case scenario for coronavirus is 1.6 million Americans dead ,1
1427,Definitely check out @caribu. It’s free during #COVID19. Read and draw in a video-call with grandparents and friends. ,2020-03-16 23:57:15,Definitely check out  It’s free during #COVID19. Read and draw in a video-call with grandparents and friends. ,0
1428,American Airlines pilot tests positive for coronavirus: report - https://www.rawstory.com/2020/03/american-airlines-pilot-tests-positive-for-coronavirus-report/ …,2020-03-12 23:55:33,American Airlines pilot tests positive for coronavirus: report - ,0
1429,"@CDCgov suggests #seniors have necessary medications & medical supplies to treat a cold and flu, fever and other symptoms. “Have enough household items and groceries on hand to stay home for a period of time. #COVID #coronavirus #olderAdultshttps://www.marketwatch.com/story/older-people-are-at-higher-risk-for-the-coronavirus-cdc-says-to-stock-up-on-food-keep-away-from-others-2020-03-09 …",2020-03-18 23:50:03," suggests #seniors have necessary medications & medical supplies to treat a cold and flu, fever and other symptoms. “Have enough household items and groceries on hand to stay home for a period of time. #COVID #coronavirus #olderAdults",1
1430,"On va faire du foot 5 vs 5
#COVID19fr #coronavirusfr #coronavirus pic.twitter.com/aKBjJmyB2H",2020-03-13 23:55:53,"On va faire du foot 5 vs 5
#COVID19fr #coronavirusfr #coronavirus pic.twitter.com/aKBjJmyB2H",0
1431,"Trump’s Media Attacks Are Always Shameful. But in the Middle of the Coronavirus Crisis, They’re Dangerous. – Mother Jones https://www.motherjones.com/politics/2020/03/trump-campaign-email-attacks-media-coronavirus/ …",2020-03-09 23:48:19,"Trump’s Media Attacks Are Always Shameful. But in the Middle of the Coronavirus Crisis, They’re Dangerous. – Mother Jones ",0
1432,"Its illegal to wear a mask in public.   .....
""Oh, I am so relieved.  You are only here to rob the store.  I thought you had Coronavirus"".",2020-03-23 23:47:50,"Its illegal to wear a mask in public.   .....
""Oh, I am so relieved.  You are only here to rob the store.  I thought you had Coronavirus"".",0
1433,Call me corona virus cause nobody wants me ,2020-03-13 23:48:57,Call me corona virus cause nobody wants me ,1
1434,Think we are hours from going over the edge with fact oil has taken such a hit and gold spikes. Big stock jitters from CoronaVirus over last week will see markets open with down ward losses and a big sell that could push us into a global crash fast.,2020-03-08 23:51:14,Think we are hours from going over the edge with fact oil has taken such a hit and gold spikes. Big stock jitters from CoronaVirus over last week will see markets open with down ward losses and a big sell that could push us into a global crash fast.,1
1435,"Hey GOP, not to be controversial...

But I feel like maybe...

after we get through this coronavirus crisis...

the investigation into the criminal negligence that needlessly allowed it to flourish...

should be as relentless as what Hillary Clinton got for Ben FUCKING ghazi.",2020-03-18 23:58:16,"Hey GOP, not to be controversial...

But I feel like maybe...

after we get through this coronavirus crisis...

the investigation into the criminal negligence that needlessly allowed it to flourish...

should be as relentless as what Hillary Clinton got for Ben FUCKING ghazi.",0
1436,"Definitely another confirmation of complete mismanagement. How can you not know statistics!! Data is knowledge!!
#coronavirus",2020-03-09 23:58:20,"Definitely another confirmation of complete mismanagement. How can you not know statistics!! Data is knowledge!!
#coronavirus",0
1437,PCB Confirms All 128 Coronavirus Tests Are Negative http://dlvr.it/RSCb9q pic.twitter.com/ncN3u5IhtS,2020-03-19 23:57:02,PCB Confirms All 128 Coronavirus Tests Are Negative ,0
1438,Personally I'm not convinced this #coronavirus is really that big a deal. I feel it's being blown out of proportion by the media. There's only really 1 way to find out. Perhaps the US can invade somewhere & then we'll see if it continues to get the same coverage?,2020-03-12 23:58:57,Personally I'm not convinced this #coronavirus is really that big a deal. I feel it's being blown out of proportion by the media. There's only really 1 way to find out. Perhaps the US can invade somewhere & then we'll see if it continues to get the same coverage?,1
1439,corona virus is simply a state of mind ,2020-03-13 23:49:53,corona virus is simply a state of mind ,0
1440,"North Korea can’t be this foolish, just look at the joke of a job Trump has done for Americans, and you think he will help you?  

North Korea says President Trump has offered to help fight coronavirus outbreak  https://twitter.com/i/events/1241809507690221568 …",2020-03-22 23:54:34,"North Korea can’t be this foolish, just look at the joke of a job Trump has done for Americans, and you think he will help you?  

North Korea says President Trump has offered to help fight coronavirus outbreak  ",0
1441,#CoronavirusEnArgentina #coronavirus #CODVID_19pic.twitter.com/yMZxHwJUJ7,2020-03-12 23:59:25,#CoronavirusEnArgentina #coronavirus #CODVID_19pic.twitter.com/yMZxHwJUJ7,0
1442,"The coronavirus is the market crash, how could you expect anything else when the country you get everything from stops exporting?",2020-03-09 23:52:28,"The coronavirus is the market crash, how could you expect anything else when the country you get everything from stops exporting?",1
1443,Snow days in new york are a thing of the past. We have evolved as a civilization to coronavirus days. This is #unreal #itscoronatime,2020-03-09 23:54:52,Snow days in new york are a thing of the past. We have evolved as a civilization to coronavirus days. This is #unreal #itscoronatime,1
1444,Please retweet. #COVID2019 #CoronavirusPandemichttps://twitter.com/therecount/status/1240043597434687489 …,2020-03-17 23:51:55,Please retweet. #COVID2019 #CoronavirusPandemic,0
1445,Is it actually legal for an employer to tell their staff that they can't have time off for suspected #coronavirus unless they go to the doctor and can prove they actually have it  #RetailWorkers,2020-03-22 23:56:26,Is it actually legal for an employer to tell their staff that they can't have time off for suspected #coronavirus unless they go to the doctor and can prove they actually have it  #RetailWorkers,0
1446,"Investors reacted strongly as oil prices and coronavirus worries disrupted markets. Chief Cross-Asset Strategist Andrew Sheets and Chief U.S. Economist Ellen Zentner debate what’s next.
 https://www.morganstanley.com/ideas/thoughts-on-the-market-special-episode?workspace_id=384153&suggested_content_id=1345873&social_network=twitter&cid=whmt-smfa-totmspe-4495&ET_MID=noloc …",2020-03-11 23:56:02,"Investors reacted strongly as oil prices and coronavirus worries disrupted markets. Chief Cross-Asset Strategist Andrew Sheets and Chief U.S. Economist Ellen Zentner debate what’s next.
 ",0
1447,DJ Smurf AKA Mr. Collipark is giving me everything I need as a true ATL girl.... needed a coronavirus break,2020-03-23 23:57:17,DJ Smurf AKA Mr. Collipark is giving me everything I need as a true ATL girl.... needed a coronavirus break,1
1448,This is all avoidable if the gov provided clear leadership & locked down sooner. Why are they still on the backfoot when they’ve had opportunity to learn from other countries who are ahead of UK in #coronavirus progression. They have given impression that isolation is optional.,2020-03-21 23:59:45,This is all avoidable if the gov provided clear leadership & locked down sooner. Why are they still on the backfoot when they’ve had opportunity to learn from other countries who are ahead of UK in #coronavirus progression. They have given impression that isolation is optional.,0
1449,"When youre bored at home and start grabbing random food from your kitchen cause you’re pretending you’re on an episode of CHOPPED and you only have 30 mins to complete your entree. 

Me to me: okay what’s your next move Paloma. #chopped #bored #coronavirus #QuarantineActivities",2020-03-21 23:47:32,"When youre bored at home and start grabbing random food from your kitchen cause you’re pretending you’re on an episode of CHOPPED and you only have 30 mins to complete your entree. 

Me to me: okay what’s your next move Paloma. #chopped #bored #coronavirus #QuarantineActivities",1
1450,uhhh this is going to sound ridiculous like genuinely you’ll be like shut up chloe but I know that if I got the corona virus and was too sick to eat and consequently lost weight then I would 100% relapse so ummm is that good enough reason to self isolate or is it too far fetched,2020-03-12 23:57:24,uhhh this is going to sound ridiculous like genuinely you’ll be like shut up chloe but I know that if I got the corona virus and was too sick to eat and consequently lost weight then I would 100% relapse so ummm is that good enough reason to self isolate or is it too far fetched,1
1451,"Top National Guard general refutes nationwide coronavirus quarantine rumors

https://www.foxnews.com/us/national-guard-general-refutes-nationwide-quarantine-rumors …",2020-03-20 23:52:24,"Top National Guard general refutes nationwide coronavirus quarantine rumors

",0
1452,Why are ski resorts like @SkiKimberley open? I would think that the amount of visitors would make them especially susceptible to #coronavirus #COVID19,2020-03-14 23:50:08,Why are ski resorts like  open? I would think that the amount of visitors would make them especially susceptible to #coronavirus #COVID19,1
1453,@PatFordhamnews gives us the latest on #coronavirusaus #coronavirus #Lockdownaustralia #lockusdown @UTSFasshttp://www.utsoc.com.au/thecomma/2020/3/17/will-scott-morrison-call-an-official-lockdown-on-australia …,2020-03-20 23:49:24, gives us the latest on #coronavirusaus #coronavirus #Lockdownaustralia #lockusdown ,0
1454,Fun fact : if your hand is bigger than your face then you have the coronavirus,2020-03-10 23:58:06,Fun fact : if your hand is bigger than your face then you have the coronavirus,0
1455,"Travel Insurance For Spring Break 2020 & Coronavirus Cancellation...

The right insurance can make your spring break better when something goes wrong. Here's how to determine if you have the coverage for your travel plans. https://www.forbes.com/advisor/travel-insurance/spring-break/ …",2020-03-14 23:59:40,"Travel Insurance For Spring Break 2020 & Coronavirus Cancellation...

The right insurance can make your spring break better when something goes wrong. Here's how to determine if you have the coverage for your travel plans. ",0
1456,"McDonald's In UK Are Closing Due To Coronavirus, don’t count on that happening in the USA https://www.tyla.com/tasty/food-and-drink-mcdonalds-nandos-closing-coronavirus-20200323 …",2020-03-23 23:53:13,"McDonald's In UK Are Closing Due To Coronavirus, don’t count on that happening in the USA ",1
1457,nicki is the cure to the coronavirus https://twitter.com/QCWorldwide/status/1240416192558489604 …,2020-03-18 23:49:51,nicki is the cure to the coronavirus ,0
1458,#AntiChinazi #anticcp #WuhanCoronavirus #COVID19 made in China pic.twitter.com/btCNmZmh0z,2020-03-18 23:59:33,#AntiChinazi #anticcp #WuhanCoronavirus #COVID19 made in China pic.twitter.com/btCNmZmh0z,0
1459,"YOU KNOW WHAT GOES WELL WITH A CORONA VIRUS? A LYME DISEASE, FUCK YOU EVERY CORONA GETS ITS LYME DONT IT",2020-03-13 23:51:34,"YOU KNOW WHAT GOES WELL WITH A CORONA VIRUS? A LYME DISEASE, FUCK YOU EVERY CORONA GETS ITS LYME DONT IT",0
1460,"Here we go.....

@27east
@danspapers
@indyeastend
@NorthForkPatch
@EastHamptonPres
@sagharboronline
@EHStar
@SohamptonPatch
@bridgetmfleming
@perrygershon
#theHamptons
#coronavirus
https://riverheadlocal.com/2020/03/08/coronavirus-on-the-east-end-suffolks-first-case-is-a-man-in-his-early-40s-hospitalized-in-southampton-after-transfer-from-greenport/ …",2020-03-08 23:57:27,"Here we go.....











#theHamptons
#coronavirus
",0
1461,did coronavirus make it to Canada??,2020-03-22 23:53:20,did coronavirus make it to Canada??,0
1462,"Stay home now.

Coronavirus Is Hiding in Plain Sight https://nyti.ms/2WhKjcn ",2020-03-16 23:59:20,"Stay home now.

Coronavirus Is Hiding in Plain Sight ",1
1463,Was told today that there was little to worry about at the call centre because there have only been a tiny number of cases of coronavirus in our area. Um....OK...yeah.,2020-03-15 23:51:11,Was told today that there was little to worry about at the call centre because there have only been a tiny number of cases of coronavirus in our area. Um....OK...yeah.,0
1464,"If we’re being told to report price gouging can we report medical companies for price gouging the test and treatment of the coronavirus? 
Just a thought",2020-03-21 23:55:48,"If we’re being told to report price gouging can we report medical companies for price gouging the test and treatment of the coronavirus? 
Just a thought",0
1465,My job giving two weeks paid leave to anyone who catches the corona virus so if you see me coughing MIND YA BUSINESS,2020-03-11 23:51:50,My job giving two weeks paid leave to anyone who catches the corona virus so if you see me coughing MIND YA BUSINESS,1
1466,"We shall overcome. All we need is vigilance and abiding by the @MinofHealthUG guidelines. #COVID19 

Viva Uganda",2020-03-21 23:46:42,"We shall overcome. All we need is vigilance and abiding by the  guidelines. #COVID19 

Viva Uganda",0
1467,"#DearPress:

Calm down. I identify your marketing tactics to draw and cause fear to civilians. You need to stop and portray things accurately and not for the amount of viewers you need to maintain your tv station. 

#CoronaVirus #COVID?19",2020-03-17 23:55:32,"#DearPress:

Calm down. I identify your marketing tactics to draw and cause fear to civilians. You need to stop and portray things accurately and not for the amount of viewers you need to maintain your tv station. 

#CoronaVirus #COVID?19",0
1468,"Julia Hartley Brewer comes out against stadiums, pubs, and pensioners having a full social life. 

She could of course decide to be an adult and take corona virus a bit more seriously. https://twitter.com/JuliaHB1/status/1239254036420923392 …",2020-03-15 23:56:56,"Julia Hartley Brewer comes out against stadiums, pubs, and pensioners having a full social life. 

She could of course decide to be an adult and take corona virus a bit more seriously. ",0
1469,"East Lansing Public Schools update re. coronavirus - March 11, 2020.  @ElhsOffice @ELHSPC @eltrojans @MMS_ELPS @CityofEL @MASASupts https://elps.us/downloads/_news_/letter_to_staff_from_superintendent_dori_leyko.pdf …",2020-03-11 23:55:19,"East Lansing Public Schools update re. coronavirus - March 11, 2020.        ",0
1470,JUST IN: New York coronavirus cases now up to 613 statewide; NYC has 269 cases. https://wcbs880.radio.com/articles/news/at-least-2-coronavirus-related-deaths-reported-in-new-york …,2020-03-14 23:56:00,JUST IN: New York coronavirus cases now up to 613 statewide; NYC has 269 cases. ,0
1471,"Japan gov't panel proposes schools resume in coronavirus-free areas
 https://mainichi.jp/english/articles/20200320/p2g/00m/0na/010000c …",2020-03-20 23:50:03,"Japan gov't panel proposes schools resume in coronavirus-free areas
 ",0
1472,"Are we rating the effectiveness of the response on the number of tests or the number of deaths in the US? I think that would be H1N1 around 12,400 deaths and Coronavirus 41. The 41 number will go up, but I’m thinking it doesn’t get anywhere near 12,400.",2020-03-13 23:52:32,"Are we rating the effectiveness of the response on the number of tests or the number of deaths in the US? I think that would be H1N1 around 12,400 deaths and Coronavirus 41. The 41 number will go up, but I’m thinking it doesn’t get anywhere near 12,400.",1
1473,"Be honest - but also be kind - has the coronavirus affected your life in some way yet? We're kind of doing what we always do over this way, which is normal since I freelance and the kids are homeschooled, but a LOT of my associates are having to change u… https://ift.tt/2z244e3 ",2020-03-10 23:58:20,"Be honest - but also be kind - has the coronavirus affected your life in some way yet? We're kind of doing what we always do over this way, which is normal since I freelance and the kids are homeschooled, but a LOT of my associates are having to change u… ",1
1474,"Such a pity we never got #GE18. Maybe Irish Gov and compliant lick Ar*e MSM might have given #CoronaVirus a bit of attention. 

Instead Jan this year we got from @todaysor wall to wall Brexit and #GE2020 with Nada, nothing, Zilch #COVID19
Eh @GeneKerrigan?https://twitter.com/duzbme/status/1156899924212113408?s=21 …",2020-03-20 23:55:04,"Such a pity we never got #GE18. Maybe Irish Gov and compliant lick Ar*e MSM might have given #CoronaVirus a bit of attention. 

Instead Jan this year we got from  wall to wall Brexit and #GE2020 with Nada, nothing, Zilch #COVID19
Eh ?",1
1475,"#Coronavirus in  #SARSCoV2 #CoronaVirusGermany #covid19de #CoronaVirusUpdate #covid19 #coronavirusdeutschland #COVID?19 #Coronakrise
Update March 22, 2020
 24873 infiziert / tested positive
        94 verstorben / deaths
      266 genesen / recovered
Source: JHUhttps://twitter.com/GermanyStefan/status/1241485556531552257 …",2020-03-22 23:52:56,"#Coronavirus in  #SARSCoV2 #CoronaVirusGermany #covid19de #CoronaVirusUpdate #covid19 #coronavirusdeutschland #COVID?19 #Coronakrise
Update March 22, 2020
 24873 infiziert / tested positive
        94 verstorben / deaths
      266 genesen / recovered
Source: JHU",1
1476,@TCPalm I can’t believe you are limiting my access- every other news source is allowing free access concerning the Coronavirus and especially for people without cable or the money to access your website.,2020-03-13 23:47:00, I can’t believe you are limiting my access- every other news source is allowing free access concerning the Coronavirus and especially for people without cable or the money to access your website.,0
1477,China really trying to pin the blame on the corona virus on the US.,2020-03-14 23:50:49,China really trying to pin the blame on the corona virus on the US.,1
1478,"HISD superintendent, other leaders urge schools to take action to prevent spread of coronavirus
https://m.youtube.com/watch?v=TiNB8VQgtnA …",2020-03-09 23:52:13,"HISD superintendent, other leaders urge schools to take action to prevent spread of coronavirus
",0
1479,"This world has been through 2 World Wars and much much more. Nothing collapsed. Stop spreading the fuckin fear: Coronavirus: WHO says health systems collapsing, 'This isn't just a bad flu season' https://www.cnbc.com/2020/03/20/coronavirus-who-says-health-systems-collapsing-this-isnt-just-a-bad-flu-season.html …",2020-03-20 23:58:10,"This world has been through 2 World Wars and much much more. Nothing collapsed. Stop spreading the fuckin fear: Coronavirus: WHO says health systems collapsing, 'This isn't just a bad flu season' ",1
1480,"Alright now, this Coronavirus shit wasn’t really a problem until it started messin wit my check... y’all need to get this shit under control.",2020-03-10 23:53:58,"Alright now, this Coronavirus shit wasn’t really a problem until it started messin wit my check... y’all need to get this shit under control.",0
1481,"So the @GOP is OK with 7-10 million DEAD Americans???

WTAF ???

#TrumpLiedPeopleDied
#RacistInChief
#coronavirus
#COVID19
#WorstPresidentEver
#WorstPresidentInHistory",2020-03-18 23:50:52,"So the  is OK with 7-10 million DEAD Americans???

WTAF ???

#TrumpLiedPeopleDied
#RacistInChief
#coronavirus
#COVID19
#WorstPresidentEver
#WorstPresidentInHistory",1
1482,Coronavirus don’t give a single fuck about kindness save it. https://twitter.com/ladygaga/status/1239339424485273600 …,2020-03-15 23:57:03,Coronavirus don’t give a single fuck about kindness save it. ,0
1483,Lucy is loving this social distancing life.... Lap snuggles all day long from her humans... COVID-19 what? #SocialDistancing #COVID19 @SAFEteamrescue #AdoptDontShoppic.twitter.com/WJPNWmURVk,2020-03-22 23:53:41,Lucy is loving this social distancing life.... Lap snuggles all day long from her humans... COVID-19 what? #SocialDistancing #COVID19  #AdoptDontShoppic.twitter.com/WJPNWmURVk,0
1484,"Just got an email that @orangetheory will be closing all of its corporate-owned locations until at least March 31. Franchisees have the option to stay open, but many have already made the decision to close, according to the email. #COVID19 #coronavirus #arnews #fitnesspic.twitter.com/Gra6szkqCQ",2020-03-16 23:56:34,"Just got an email that  will be closing all of its corporate-owned locations until at least March 31. Franchisees have the option to stay open, but many have already made the decision to close, according to the email. #COVID19 #coronavirus #arnews #fitnesspic.twitter.com/Gra6szkqCQ",0
1485,"In addition to insider trading, did Burr commit another crime by mis-leading the public about the facts of Coronavirus and where the US economy was headed?",2020-03-19 23:54:59,"In addition to insider trading, did Burr commit another crime by mis-leading the public about the facts of Coronavirus and where the US economy was headed?",0
1486,Apparently Pornhub is offering free premium service in Italy to help ease the pain of the Corona virus ,2020-03-13 23:46:02,Apparently Pornhub is offering free premium service in Italy to help ease the pain of the Corona virus ,0
1487,This #coronavirus  really fucking with my job now,2020-03-11 23:53:37,This #coronavirus  really fucking with my job now,0
1488,Skeletal Schedule  #COVID19 pic.twitter.com/IzUsLPxtnR,2020-03-17 23:55:17,Skeletal Schedule  #COVID19 pic.twitter.com/IzUsLPxtnR,0
1489,Knocking Down the Walls of Coronavirus https://www.podbean.com/ew/pb-ehjn9-d5b682#.XmbXTsDEEWR.twitter …,2020-03-09 23:54:58,Knocking Down the Walls of Coronavirus #.XmbXTsDEEWR.twitter …,0
1490,"#COVID19  work from home day 1:  so far not so different from when I usually work from home, except it’s a Monday and my cat is confused why I’m here. She has loudly expressed her displeasure that I have meetings during her nap time.",2020-03-09 23:46:16,"#COVID19  work from home day 1:  so far not so different from when I usually work from home, except it’s a Monday and my cat is confused why I’m here. She has loudly expressed her displeasure that I have meetings during her nap time.",1
1491,Someone’s gonna pump in fake crowd noise and we’re gonna prefer it to silence #coronavirus,2020-03-18 23:57:50,Someone’s gonna pump in fake crowd noise and we’re gonna prefer it to silence #coronavirus,1
1492,"If President No Responsibility can get his results back that quickly, why can’t everyone? #coronavirus",2020-03-14 23:54:11,"If President No Responsibility can get his results back that quickly, why can’t everyone? #coronavirus",0
1493,"What good are 2018 tax returns if I lost my job last week?

#Coronavirus #UBI",2020-03-19 23:56:14,"What good are 2018 tax returns if I lost my job last week?

#Coronavirus #UBI",1
1494,"I'm thinking that maybe the best place to take a trip right now is Alaska.  

  
#COVID19 #coronavirus",2020-03-08 23:55:06,"I'm thinking that maybe the best place to take a trip right now is Alaska.  

  
#COVID19 #coronavirus",0
1495,With all this talk of #coronavirus who wants to bet that #DonaldTrump is patient zero?,2020-03-12 23:59:34,With all this talk of #coronavirus who wants to bet that #DonaldTrump is patient zero?,0
1496,"BBC News - Coronavirus: Germany tightens curbs and bans meetings of more than two
https://www.bbc.co.uk/news/world-europe-51999080 …",2020-03-22 23:58:58,"BBC News - Coronavirus: Germany tightens curbs and bans meetings of more than two
",0
1497,"Florida’s 6 PM corona virus update from FL Department of Health: Now 11 deaths of Florida residents, the latest a Pasco resident who previously tested positive. There are 563 total positive cases: 510 Florida residents and 53 non-Florida residents who were tested in Florida.",2020-03-20 23:54:00,"Florida’s 6 PM corona virus update from FL Department of Health: Now 11 deaths of Florida residents, the latest a Pasco resident who previously tested positive. There are 563 total positive cases: 510 Florida residents and 53 non-Florida residents who were tested in Florida.",1
1498,U.S. FDA approves first rapid coronavirus test with 45 minutes detection time https://reut.rs/2xZ17e4 ,2020-03-21 23:58:00,U.S. FDA approves first rapid coronavirus test with 45 minutes detection time ,0
1499,Everyone I know is doing a great job so far with this Coronavirus regarding precautions. Keep it up. We’re gonna save lives.,2020-03-20 23:59:22,Everyone I know is doing a great job so far with this Coronavirus regarding precautions. Keep it up. We’re gonna save lives.,0
1500,"???????????? ??????????:

LOCATIONS KIDS AFFECTED BY THE K-12 CLOSURES IN SEATTLE CAN STILL GET THEIR SCHOOL LUNCHES

https://www.seattleschools.org/district/calendars/news/what_s_new/coronavirus_update/resources …

Put this in front of folks, please. Sometimes school lunch is the only meal kids have. 

#Covid_19 #coronavirus #seattle #WashingtonState",2020-03-12 23:53:42,"???????????? ??????????:

LOCATIONS KIDS AFFECTED BY THE K-12 CLOSURES IN SEATTLE CAN STILL GET THEIR SCHOOL LUNCHES



Put this in front of folks, please. Sometimes school lunch is the only meal kids have. 

#Covid_19 #coronavirus #seattle #WashingtonState",1
1501,The USA has over taken S Korea and France in Coronavirus cases!! USA ! USA !! USA! ....so much winning!!!,2020-03-19 23:51:09,The USA has over taken S Korea and France in Coronavirus cases!! USA ! USA !! USA! ....so much winning!!!,0
1502,oh shit is this a moderfucking CORONA VIRUS REFERENCE???????????,2020-03-18 23:51:50,oh shit is this a moderfucking CORONA VIRUS REFERENCE???????????,0
1503,5 Truths To Outlast The Coronavirus Outbreak | Joseph Prince https://youtu.be/0_a-ffZoDsg  via @YouTube,2020-03-21 23:46:42,5 Truths To Outlast The Coronavirus Outbreak | Joseph Prince  via ,0
1504,I have coronavirus now pic.twitter.com/Mmq2zXLcvv,2020-03-21 23:47:50,I have coronavirus now pic.twitter.com/Mmq2zXLcvv,0
1505,"Guys It's not like we're having a quick little pit stop market drop.

We're in the beginning of a full blown recession. We have more ground below to cover.

This was always going to happen. #coronavirus just happened to be the tipping point. 

#COVID19",2020-03-09 23:58:25,"Guys It's not like we're having a quick little pit stop market drop.

We're in the beginning of a full blown recession. We have more ground below to cover.

This was always going to happen. #coronavirus just happened to be the tipping point. 

#COVID19",1
1506,"#coronavirus => #Italy .

Prime Minister Giuseppe Conte said that people would only be permitted to travel for work or family emergencies.https://www.bbc.com/news/world-europe-51810673?fbclid=IwAR08Svi2OfCVXUtjLCfMCod57mPWHNr3gKQJfmYEMpVPKYBKZHAuM5fRWH8 …",2020-03-09 23:57:25,"#coronavirus => #Italy .

Prime Minister Giuseppe Conte said that people would only be permitted to travel for work or family emergencies.",0
1507,CORONAVIRUS: Costa Del Sol's Fuengirola beaches now 'off limits' to public as Spain prepares for State of Emergency - Euro Weekly News Spain Costa del Sol newsarticle http://bit.ly/2Wb1AUs  via @euroweeklynews,2020-03-13 23:44:17,CORONAVIRUS: Costa Del Sol's Fuengirola beaches now 'off limits' to public as Spain prepares for State of Emergency - Euro Weekly News Spain Costa del Sol newsarticle  via ,1
1508,HuffPo Reporter: The Democrats' Response to the Wuhan Coronavirus Outbreak Has Been Disastrous  https://townhall.com/tipsheet/mattvespa/2020/03/20/huffpo-reporter-the-democrats-response-to-the-wuhan-coronavirus-outbreak-has-been-disastrous-n2565419 …,2020-03-22 23:53:36,HuffPo Reporter: The Democrats' Response to the Wuhan Coronavirus Outbreak Has Been Disastrous  ,0
1509,"#coronavirus #COVID19
#US #Massachusetts
Cancel everything!https://twitter.com/DrEricDing/status/1237502609356984321 …",2020-03-10 23:58:43,"#coronavirus #COVID19
#US #Massachusetts
Cancel everything!",1
1510,if anyone wants any lessons on being a mug hit me up my prices are very reasonable would love to help out during this difficult time #coronavirus,2020-03-18 23:58:22,if anyone wants any lessons on being a mug hit me up my prices are very reasonable would love to help out during this difficult time #coronavirus,0
1511,"This is b******* send Fox a message that we don't like this crap

Fox anchor who dismissed coronavirus fears as plot to impeach Trump is removed from her prime-time slot https://www.independent.co.uk/news/world/americas/coronavirus-trump-fox-business-trish-regan-removed-impeachment-conspiracy-a9403011.html …",2020-03-15 23:58:23,"This is b******* send Fox a message that we don't like this crap

Fox anchor who dismissed coronavirus fears as plot to impeach Trump is removed from her prime-time slot ",0
1512,The Corona Virus Trippin’ Turnin’ All These Hoes Into House Wives. Couldn’t Be Me.,2020-03-23 23:52:10,The Corona Virus Trippin’ Turnin’ All These Hoes Into House Wives. Couldn’t Be Me.,1
1513,"AirBnB Coronavirus Cancellations: Guests Cancel For Free, Hosts Pay The Costs https://ift.tt/2Qd0x2D ",2020-03-15 23:59:11,"AirBnB Coronavirus Cancellations: Guests Cancel For Free, Hosts Pay The Costs ",1
1514,#Covid_19 #coronavirus #CoronavirusPandemic #VoteBlueNoMatterWhohttps://twitter.com/mmpadellan/status/1237924902411345920 …,2020-03-12 23:53:02,#Covid_19 #coronavirus #CoronavirusPandemic #VoteBlueNoMatterWho,0
1515,#Coronavirus Updates and Resources for #BearCountry #Alaskahttps://www.listentothebear.com/coronavirus-updates-for-bear-country/ …,2020-03-11 23:49:59,#Coronavirus Updates and Resources for #BearCountry #Alaska,0
1516,"That's bad, very bad!!! Self-quarantine too. In Italy there were violations and in Lithuania too. Some idiots were going on vacation to ski, meeting friends, visiting parents, going to doctors.... and then - boom - positive to this bastard coronavirus. ",2020-03-13 23:53:54,"That's bad, very bad!!! Self-quarantine too. In Italy there were violations and in Lithuania too. Some idiots were going on vacation to ski, meeting friends, visiting parents, going to doctors.... and then - boom - positive to this bastard coronavirus. ",1
